Skin_Type,Skin_Color,Skin_Problems,Skin_Sensitivity,Skin_Oil_Level,Acne,Skin_Dryness,Lifestyle,Age
Dry,0,4,7,1,1,7,3,24
Dry,4,3,8,2,4,10,3,53
Dry,2,3,8,3,2,10,2,60
Dry,2,6,6,1,1,7,0,20
Dry,4,6,6,2,4,9,3,38
Dry,0,3,6,1,1,8,3,27
Dry,2,4,7,3,2,9,0,55
Dry,2,5,8,3,0,10,2,18
Dry,3,5,6,1,1,10,2,25
Dry,4,3,6,2,1,10,1,52
Dry,4,3,7,1,3,10,2,58
Dry,1,4,8,1,3,7,0,45
Dry,4,6,7,0,0,8,0,29
Dry,3,5,5,1,4,9,0,20
Dry,3,6,6,2,0,10,0,41
Dry,4,6,8,1,1,9,3,56
Dry,0,4,8,0,0,8,1,47
Dry,1,5,5,3,2,7,2,29
Dry,4,4,6,0,0,8,3,25
Dry,1,4,6,0,1,10,0,31
Dry,3,6,5,1,1,10,1,41
Dry,1,4,6,1,0,9,1,23
Dry,2,5,6,0,4,8,2,21
Dry,0,4,8,2,1,10,3,44
Dry,0,7,7,2,4,10,0,43
Dry,3,5,7,3,4,9,2,40
Dry,3,6,8,2,3,9,3,38
Dry,0,7,8,3,4,8,2,25
Dry,4,5,6,0,2,9,2,52
Dry,0,4,5,1,1,10,2,50
Dry,3,5,8,1,0,9,1,38
Dry,3,7,5,0,2,10,1,39
Dry,4,5,6,3,3,7,2,20
Dry,3,7,8,3,2,8,0,55
Dry,4,6,6,0,1,8,0,34
Dry,2,6,8,1,1,9,3,24
Dry,1,4,7,1,2,10,0,55
Dry,3,3,6,3,1,8,3,60
Dry,4,5,7,3,1,8,1,27
Dry,1,3,8,1,0,9,1,59
Dry,2,4,8,2,2,9,1,25
Dry,1,7,7,0,2,10,0,30
Dry,0,5,6,1,2,8,2,25
Dry,3,3,8,1,2,10,3,53
Dry,0,6,6,0,2,8,3,15
Dry,0,7,5,2,0,7,0,56
Dry,1,6,8,0,2,7,1,52
Dry,1,6,7,3,2,10,1,34
Dry,0,4,7,1,4,8,1,53
Dry,2,7,8,3,4,7,0,18
Dry,4,5,8,1,4,7,3,29
Dry,4,3,7,2,1,7,1,54
Dry,1,6,5,1,4,8,0,29
Dry,0,3,7,1,1,7,2,57
Dry,2,5,7,0,2,7,2,41
Dry,1,5,6,1,3,10,3,17
Dry,1,3,8,2,3,10,3,31
Dry,3,7,8,0,4,7,1,55
Dry,2,3,8,3,0,9,1,33
Dry,2,5,5,3,3,10,0,29
Dry,1,6,6,3,1,7,3,50
Dry,2,3,5,1,2,8,3,58
Dry,4,6,7,1,3,8,3,25
Dry,0,3,8,0,4,8,3,42
Dry,1,6,8,2,0,7,3,56
Dry,4,6,6,2,2,8,2,37
Dry,1,3,5,1,0,7,0,38
Dry,0,4,5,0,0,9,0,56
Dry,3,7,8,1,0,7,0,49
Dry,3,4,7,1,4,8,3,17
Dry,2,7,8,0,4,8,1,60
Dry,4,4,8,2,2,7,1,23
Dry,1,5,8,1,2,8,3,49
Dry,2,3,8,1,3,8,2,19
Dry,2,4,7,1,2,8,0,23
Dry,0,7,6,2,1,9,2,45
Dry,2,5,6,1,4,9,2,52
Dry,0,5,5,3,4,10,1,59
Dry,1,6,6,3,4,7,2,28
Dry,2,7,5,0,0,10,3,50
Dry,0,4,8,3,1,8,3,41
Dry,1,5,8,2,1,7,1,29
Dry,0,5,8,3,2,10,0,18
Dry,3,4,5,0,0,10,2,22
Dry,1,4,8,1,2,8,0,58
Dry,3,4,6,3,1,8,0,53
Dry,2,6,8,2,3,7,0,22
Dry,3,3,6,3,2,9,1,43
Dry,1,3,8,0,1,7,3,23
Dry,2,4,8,1,3,7,2,25
Dry,2,7,8,3,4,9,2,40
Dry,4,5,8,1,1,9,3,31
Dry,1,3,6,2,3,8,3,33
Dry,1,7,6,2,3,8,0,19
Dry,0,7,8,3,2,10,2,23
Dry,2,4,7,2,0,10,3,17
Dry,1,6,7,2,4,8,3,44
Dry,0,3,5,3,3,9,2,28
Dry,3,4,5,2,4,10,1,17
Dry,4,3,8,2,1,7,2,35
Dry,3,4,8,0,4,8,0,28
Dry,0,6,7,1,3,7,0,52
Dry,2,5,5,0,4,7,1,38
Dry,1,7,5,0,4,10,3,40
Dry,0,6,7,3,2,7,0,46
Dry,4,5,8,3,3,7,1,53
Dry,2,4,7,2,4,10,1,57
Dry,2,5,7,3,2,10,1,18
Dry,2,5,6,3,0,7,1,48
Dry,4,3,6,2,3,9,0,38
Dry,3,7,5,0,2,8,3,37
Dry,4,3,7,2,0,9,3,43
Dry,3,4,6,3,3,8,2,17
Dry,3,3,6,1,0,7,1,18
Dry,0,6,7,3,2,10,2,19
Dry,2,4,6,3,0,7,2,55
Dry,1,5,7,0,3,8,2,58
Dry,3,5,6,3,4,8,2,31
Dry,4,5,5,1,1,8,1,32
Dry,0,6,7,3,4,8,3,45
Dry,0,7,8,2,1,8,1,49
Dry,2,5,6,1,4,7,2,59
Dry,0,7,6,2,1,9,1,18
Dry,4,4,6,0,0,8,2,50
Dry,2,4,6,2,2,10,3,42
Dry,2,6,7,0,0,9,2,23
Dry,3,7,7,2,3,9,1,26
Dry,4,3,6,2,2,8,3,36
Dry,3,7,8,3,4,8,0,53
Dry,4,6,7,0,0,9,3,43
Dry,1,6,6,1,4,10,0,24
Dry,2,3,8,1,1,9,3,45
Dry,0,7,5,3,1,9,2,58
Dry,0,7,8,2,0,8,2,19
Dry,2,5,7,0,1,8,1,51
Dry,0,6,8,1,1,8,0,35
Dry,3,7,7,0,4,9,2,26
Dry,4,5,7,3,0,7,2,21
Dry,2,4,7,3,1,10,2,29
Dry,4,7,8,3,0,9,3,36
Dry,2,7,5,2,2,10,1,52
Dry,1,4,7,2,2,8,3,20
Dry,3,7,6,0,2,7,0,40
Dry,1,5,6,3,3,9,1,29
Dry,4,7,7,2,2,10,1,42
Dry,3,5,6,3,2,7,3,55
Dry,4,7,5,3,2,7,1,17
Dry,3,5,7,0,2,10,2,38
Dry,2,5,8,1,2,10,1,39
Dry,3,4,5,0,2,7,0,48
Dry,1,6,6,0,1,9,2,16
Dry,4,4,8,3,4,9,3,32
Dry,1,3,5,0,0,7,3,59
Dry,1,3,6,2,2,10,2,37
Dry,0,3,8,0,2,8,3,22
Dry,1,6,6,0,1,7,3,53
Dry,1,7,8,2,2,10,3,60
Dry,0,5,7,1,3,10,3,18
Dry,0,6,7,2,3,8,3,24
Dry,1,7,7,0,4,9,3,39
Dry,4,3,7,0,4,8,1,59
Dry,1,6,5,3,0,10,0,52
Dry,1,6,8,3,1,9,0,16
Dry,4,6,5,1,1,8,3,54
Dry,3,6,8,1,1,9,2,15
Dry,1,7,5,1,4,7,2,23
Dry,1,7,8,2,3,10,0,30
Dry,0,7,8,0,4,10,2,20
Dry,0,4,6,0,3,8,1,57
Dry,1,3,5,1,2,10,0,33
Dry,1,6,6,0,1,9,1,33
Dry,0,6,6,1,2,8,0,28
Dry,4,5,6,2,3,10,3,42
Dry,0,3,7,2,1,9,3,31
Dry,1,5,8,0,3,8,3,35
Dry,0,4,7,2,0,10,3,15
Dry,1,7,6,3,3,10,0,59
Dry,0,3,5,1,0,9,2,29
Dry,0,5,7,2,2,9,0,29
Dry,4,3,7,1,4,8,0,27
Dry,3,7,8,0,4,8,0,48
Dry,0,5,7,0,3,8,1,34
Dry,3,6,7,2,4,9,0,25
Dry,2,4,7,0,2,10,3,36
Dry,1,3,8,1,0,7,3,39
Dry,2,7,6,0,1,8,1,23
Dry,2,6,5,0,4,7,1,15
Dry,0,6,8,1,4,8,3,29
Dry,0,3,6,0,3,9,0,38
Dry,4,7,8,2,4,8,2,33
Dry,1,4,8,0,1,9,3,44
Dry,4,3,6,1,0,10,3,36
Dry,1,6,6,3,1,7,3,44
Dry,2,4,7,2,1,8,2,40
Dry,1,6,7,1,1,9,0,58
Dry,0,3,8,3,1,10,2,57
Dry,4,5,6,0,3,10,0,52
Dry,4,6,8,0,4,8,0,20
Dry,3,3,5,3,0,10,0,49
Dry,2,5,5,1,4,7,0,18
Dry,3,4,8,2,2,9,0,25
Dry,1,3,8,2,3,10,1,28
Dry,1,7,7,1,4,7,0,35
Dry,0,5,5,2,4,9,1,17
Dry,2,3,5,2,3,7,2,17
Dry,0,6,6,1,4,8,2,17
Dry,2,6,8,3,3,10,0,26
Dry,1,7,6,3,1,7,3,41
Dry,4,4,7,3,3,10,2,50
Dry,4,5,7,2,3,9,3,43
Dry,0,7,7,3,0,10,1,20
Dry,1,7,8,1,3,8,2,36
Dry,2,6,8,3,4,8,3,58
Dry,1,4,8,3,3,7,1,46
Dry,0,5,5,3,4,9,1,55
Dry,1,4,6,1,0,7,0,60
Dry,3,4,5,1,1,10,3,40
Dry,0,7,5,2,4,7,0,33
Dry,2,3,8,2,0,8,2,23
Dry,0,3,8,0,1,10,2,27
Dry,3,3,6,0,2,9,2,54
Dry,4,4,6,2,3,8,0,17
Dry,0,3,7,3,1,10,2,18
Dry,2,4,8,2,2,8,3,59
Dry,4,6,7,2,4,8,1,19
Dry,2,6,5,0,0,7,0,38
Dry,0,3,6,0,1,7,0,21
Dry,0,5,6,2,4,7,0,29
Dry,0,6,6,3,3,7,1,37
Dry,4,7,8,0,0,9,2,51
Dry,1,4,7,3,3,9,3,46
Dry,4,3,8,0,3,8,2,27
Dry,3,3,8,1,4,7,1,19
Dry,2,6,7,3,0,7,3,24
Dry,0,5,8,0,1,9,2,55
Dry,0,5,7,0,1,7,2,20
Dry,0,4,8,3,1,8,1,36
Dry,0,6,5,1,3,7,3,47
Dry,4,7,5,2,1,10,0,28
Dry,3,7,8,2,2,10,3,15
Dry,2,7,8,2,3,7,2,42
Dry,4,6,8,1,0,9,2,39
Dry,3,6,8,2,0,8,3,47
Dry,4,3,6,3,2,9,0,29
Dry,3,6,6,3,3,9,2,27
Dry,1,5,5,2,3,8,2,33
Dry,3,7,6,2,3,10,1,21
Dry,1,7,7,0,2,9,0,24
Dry,1,3,8,2,3,9,0,38
Dry,3,7,6,2,3,8,0,49
Dry,3,5,5,1,4,9,1,21
Dry,3,3,8,2,2,10,2,35
Dry,1,7,8,3,1,10,2,42
Dry,0,7,8,1,0,10,2,26
Dry,2,3,7,3,0,7,3,37
Dry,4,4,7,1,1,7,1,60
Dry,3,6,5,3,2,8,2,39
Dry,2,3,6,1,3,7,1,17
Dry,1,3,8,2,2,9,1,38
Dry,4,7,8,3,2,9,2,50
Dry,2,3,5,1,4,10,1,18
Dry,2,7,7,1,4,7,0,55
Dry,1,6,5,1,3,7,0,52
Dry,4,5,8,2,3,8,3,22
Dry,3,5,8,0,1,7,2,51
Dry,0,5,5,0,2,8,2,31
Dry,0,5,5,3,0,10,2,45
Dry,2,5,6,1,1,7,3,28
Dry,2,7,7,0,4,9,3,56
Dry,1,7,5,3,0,7,3,34
Dry,4,6,6,3,0,8,0,15
Dry,1,5,5,0,3,10,3,36
Dry,4,3,8,1,3,9,3,18
Dry,4,5,5,0,3,9,1,41
Dry,1,5,5,1,2,7,1,58
Dry,3,4,8,1,3,7,1,19
Dry,1,3,5,2,4,10,2,45
Dry,1,3,8,0,3,8,3,17
Dry,0,6,6,1,2,9,0,34
Dry,3,3,8,3,2,9,3,41
Dry,2,7,5,2,2,9,0,26
Dry,4,4,7,3,0,9,2,57
Dry,0,3,6,2,4,9,1,58
Dry,1,3,7,0,0,9,2,35
Dry,2,7,6,0,4,9,0,26
Dry,2,5,6,2,0,10,0,16
Dry,2,6,5,1,4,8,0,23
Dry,2,7,8,2,1,7,1,56
Dry,0,6,6,2,1,9,2,52
Dry,1,4,7,1,4,8,3,52
Dry,1,4,8,3,3,7,0,55
Dry,0,6,8,1,0,9,0,39
Dry,0,7,7,1,3,8,2,60
Dry,2,3,7,1,0,10,2,41
Dry,2,4,5,1,2,9,2,15
Dry,2,4,7,0,4,7,2,16
Dry,0,6,7,3,3,9,0,29
Dry,0,5,8,1,4,8,2,32
Dry,1,7,6,0,4,9,1,48
Dry,2,4,7,1,2,8,3,54
Dry,0,5,5,3,2,8,3,54
Dry,3,4,8,1,1,8,3,15
Dry,2,5,6,2,0,7,3,15
Dry,1,4,8,3,4,10,1,27
Dry,2,3,6,1,2,9,0,33
Dry,0,5,5,1,0,10,2,59
Dry,2,5,6,1,3,9,0,27
Dry,2,5,6,1,2,7,3,54
Dry,4,6,5,3,0,9,2,28
Dry,1,5,6,3,3,10,3,37
Dry,3,4,6,3,4,10,2,51
Dry,3,7,8,0,3,10,2,29
Dry,2,3,8,1,1,9,3,17
Dry,0,5,5,0,0,9,2,17
Dry,4,4,7,1,4,8,1,26
Dry,2,4,7,1,1,8,2,26
Dry,4,6,8,2,2,8,1,43
Dry,2,6,6,2,3,8,0,34
Dry,0,6,6,2,4,8,3,34
Dry,0,5,7,0,0,10,2,22
Dry,4,5,6,3,2,10,2,58
Dry,1,7,5,0,1,7,2,25
Dry,0,3,7,0,0,9,1,44
Dry,1,3,7,3,3,10,1,59
Dry,2,3,6,0,1,7,1,47
Dry,0,6,6,0,2,7,2,38
Dry,3,7,7,3,2,9,1,24
Dry,1,7,7,1,4,10,1,46
Dry,0,6,8,0,3,9,1,16
Dry,0,4,6,2,0,8,2,35
Dry,4,5,8,0,4,8,3,52
Dry,1,4,6,0,2,9,3,52
Dry,4,7,7,1,3,8,2,52
Dry,3,4,6,2,2,8,1,44
Dry,3,3,8,1,0,9,2,22
Dry,2,4,7,3,0,7,0,49
Dry,4,7,6,0,0,8,0,26
Dry,3,6,7,1,2,10,0,29
Dry,0,3,8,0,3,9,0,51
Dry,0,4,6,3,1,9,0,16
Dry,4,4,8,1,1,7,2,22
Dry,2,7,7,0,4,9,0,44
Dry,3,5,6,0,4,10,2,39
Dry,1,3,8,2,0,7,0,18
Dry,1,3,6,3,1,9,0,56
Dry,0,3,8,3,0,9,1,40
Dry,4,4,6,1,0,8,1,48
Dry,1,6,7,2,3,10,3,30
Dry,3,6,6,2,1,9,2,38
Dry,1,4,7,3,2,8,3,37
Dry,2,6,7,0,0,10,0,33
Dry,1,4,6,2,0,8,3,39
Dry,3,4,8,0,1,8,0,28
Dry,0,4,8,1,3,7,3,55
Dry,4,7,8,2,3,10,2,29
Dry,4,3,7,1,1,9,0,37
Dry,2,7,6,2,1,10,1,56
Dry,3,3,6,3,1,10,2,49
Dry,0,5,7,2,4,7,1,45
Dry,4,7,7,2,3,8,3,53
Dry,3,6,6,0,1,7,1,19
Dry,4,7,5,0,1,7,0,20
Dry,4,5,8,2,3,9,1,44
Dry,3,6,8,3,4,9,2,29
Dry,3,4,8,0,3,7,0,16
Dry,3,6,6,3,3,9,2,27
Dry,0,3,5,1,4,7,1,26
Dry,3,6,6,3,1,9,3,20
Dry,3,6,7,3,4,9,1,49
Dry,3,7,8,1,3,10,2,33
Dry,2,5,8,0,0,8,3,56
Dry,4,4,8,0,1,8,1,23
Dry,3,3,6,0,4,9,2,35
Dry,4,5,5,2,4,8,3,26
Dry,3,7,7,2,0,10,2,52
Dry,2,3,7,2,3,7,3,58
Dry,4,6,7,3,2,10,3,51
Dry,0,6,6,1,0,10,0,58
Dry,0,4,5,0,4,10,1,27
Dry,3,5,6,1,1,9,1,19
Dry,4,6,5,2,1,8,1,53
Dry,4,5,6,2,3,10,1,35
Dry,1,6,7,2,4,7,1,48
Dry,0,5,6,1,2,9,1,28
Dry,4,3,6,1,4,8,0,18
Dry,0,6,5,2,2,9,3,39
Dry,1,5,8,3,3,7,3,23
Dry,1,4,6,1,2,10,0,38
Dry,3,5,6,2,2,7,0,41
Dry,1,6,6,0,0,8,2,40
Dry,2,5,5,0,0,7,1,35
Dry,2,6,8,1,2,10,0,32
Dry,2,6,7,1,0,8,1,24
Dry,2,7,8,2,1,10,0,33
Dry,2,5,7,2,3,7,0,53
Dry,1,7,5,0,2,10,0,35
Dry,2,6,8,1,0,7,1,35
Dry,4,7,8,1,2,10,1,24
Dry,4,7,5,2,3,7,0,57
Dry,2,4,5,3,2,9,3,19
Dry,0,7,5,0,4,7,2,22
Dry,4,6,8,0,2,10,1,57
Dry,1,3,6,2,3,7,1,33
Dry,4,3,5,0,3,10,2,16
Dry,2,5,7,3,0,9,0,53
Dry,2,7,8,0,2,9,2,24
Dry,3,3,7,3,3,7,0,51
Dry,0,5,6,0,2,10,1,30
Dry,4,7,8,0,4,9,2,43
Dry,4,5,7,1,0,10,1,51
Dry,3,7,6,0,4,8,0,36
Dry,0,3,6,2,2,9,0,47
Dry,0,7,8,0,2,10,1,45
Dry,1,3,8,0,1,10,1,53
Dry,1,4,6,0,4,7,0,54
Dry,0,4,7,1,0,9,0,29
Dry,1,4,8,0,2,10,0,49
Dry,4,4,5,0,0,10,2,29
Dry,0,6,7,2,0,7,1,36
Dry,2,3,5,1,4,7,1,36
Dry,2,5,6,1,0,7,2,18
Dry,0,6,5,1,0,7,0,21
Dry,0,5,6,0,3,9,2,46
Dry,4,7,7,3,3,9,0,30
Dry,4,7,6,0,0,9,3,24
Dry,0,7,5,1,4,7,0,45
Dry,0,4,7,3,2,8,0,35
Dry,4,5,7,3,1,10,0,30
Dry,1,7,5,0,0,9,3,24
Dry,4,3,6,3,1,9,0,39
Dry,4,5,6,0,1,8,1,54
Dry,3,7,6,1,3,7,3,46
Dry,4,6,6,2,4,8,1,26
Dry,1,4,6,2,0,9,3,57
Dry,1,7,8,0,0,8,1,44
Dry,2,6,5,1,2,7,3,44
Dry,0,7,7,0,3,7,3,54
Dry,1,4,8,3,2,10,1,19
Dry,3,4,8,0,3,9,1,32
Dry,0,5,6,2,3,10,3,58
Dry,0,6,7,0,0,9,1,42
Dry,1,7,5,3,2,7,3,36
Dry,4,6,7,0,4,10,3,48
Dry,0,4,8,0,0,9,3,42
Dry,4,6,6,1,1,9,0,46
Dry,0,3,8,3,3,9,3,44
Dry,0,4,7,3,4,9,0,55
Dry,0,4,7,0,0,8,2,55
Dry,0,4,7,3,0,8,3,40
Dry,2,7,7,3,1,8,2,39
Dry,0,6,5,1,0,10,0,39
Dry,1,3,6,0,2,10,3,39
Dry,1,7,6,0,3,9,1,40
Dry,3,4,7,0,0,8,3,18
Dry,4,4,6,1,1,8,3,56
Dry,0,3,7,1,4,10,1,38
Dry,4,3,6,2,0,7,3,39
Dry,2,7,8,0,4,10,3,42
Dry,3,7,8,0,4,10,3,32
Dry,2,3,6,3,4,9,1,24
Dry,4,5,5,1,2,7,1,44
Dry,3,5,6,1,0,10,2,54
Dry,3,5,5,0,4,9,2,15
Dry,0,3,6,1,3,9,2,32
Dry,2,6,7,1,2,9,3,59
Dry,4,7,6,0,1,8,1,23
Dry,3,4,7,3,0,9,2,48
Dry,1,3,8,1,4,10,0,29
Dry,3,5,6,0,1,7,0,46
Dry,1,3,6,1,3,7,1,30
Dry,0,4,7,2,1,10,3,20
Dry,1,6,7,0,1,8,0,34
Dry,2,4,6,2,1,9,1,39
Dry,3,5,8,1,0,8,2,34
Dry,4,7,7,2,4,10,1,23
Dry,3,5,6,1,3,10,0,35
Dry,4,3,7,1,1,8,0,31
Dry,1,4,6,3,0,8,3,49
Dry,4,4,7,2,0,8,1,20
Dry,2,6,6,2,0,9,0,21
Dry,1,6,6,1,3,7,2,40
Dry,0,5,6,1,0,10,3,34
Dry,1,6,5,1,4,10,3,28
Dry,0,4,5,0,0,9,2,31
Dry,0,5,7,2,2,8,0,42
Dry,0,5,6,3,2,10,1,30
Dry,2,5,8,0,2,9,0,27
Dry,3,3,6,2,2,7,0,36
Dry,3,3,6,0,0,9,2,48
Dry,4,5,7,3,2,8,3,21
Dry,0,7,8,0,4,10,2,26
Dry,1,7,5,1,3,7,2,59
Dry,1,6,6,3,4,10,0,23
Dry,0,3,7,2,2,9,2,38
Dry,0,5,8,3,3,7,1,50
Dry,0,5,7,3,1,7,1,43
Dry,0,4,8,0,2,7,0,36
Dry,2,3,7,0,2,7,1,17
Dry,0,7,7,3,2,10,1,27
Dry,0,5,6,0,1,7,0,44
Dry,0,5,7,3,0,7,3,31
Dry,0,5,5,3,3,8,1,29
Dry,0,4,6,1,4,8,1,38
Dry,0,4,7,0,4,7,0,25
Dry,0,4,5,1,3,10,3,31
Dry,4,7,5,2,4,10,3,17
Dry,2,6,5,2,0,8,0,60
Dry,1,6,8,1,1,7,2,54
Dry,1,3,5,3,4,10,0,16
Dry,1,6,8,0,4,9,2,52
Dry,0,3,5,0,0,9,1,38
Dry,3,7,5,2,3,10,0,52
Dry,2,7,8,1,0,7,2,20
Dry,2,3,6,1,4,8,3,46
Dry,0,5,8,0,3,10,1,55
Dry,3,4,6,2,0,8,0,43
Dry,2,5,7,1,0,9,2,18
Dry,1,7,8,1,3,10,3,42
Dry,4,7,7,0,2,7,2,28
Dry,4,4,5,2,4,7,0,31
Dry,3,6,5,2,2,10,1,60
Dry,4,3,8,3,1,8,1,21
Dry,4,5,8,2,3,10,2,17
Dry,0,6,7,1,2,9,3,41
Dry,0,6,6,2,0,8,3,18
Dry,2,3,5,1,4,10,1,45
Dry,2,6,7,3,2,7,0,21
Dry,3,6,8,3,1,8,3,27
Dry,3,6,8,2,4,9,1,38
Dry,1,5,7,1,3,10,0,38
Dry,2,4,7,0,2,10,2,58
Dry,0,4,7,0,2,8,3,58
Dry,1,5,7,0,3,10,0,29
Dry,0,4,6,0,4,9,3,58
Dry,0,5,6,3,2,9,3,47
Dry,3,6,6,3,2,10,3,25
Dry,1,5,8,3,2,9,3,51
Dry,2,7,7,3,2,7,0,16
Dry,4,5,5,2,4,7,2,37
Dry,3,7,8,3,1,9,1,23
Dry,1,5,7,3,1,10,1,41
Dry,0,7,6,0,1,10,2,32
Dry,0,7,7,0,3,8,2,38
Dry,4,6,7,1,2,8,1,55
Dry,3,6,6,1,3,8,0,44
Dry,0,3,5,0,2,8,0,56
Dry,3,5,7,1,0,10,3,58
Dry,3,3,5,2,4,8,1,34
Dry,4,6,7,1,4,10,3,35
Dry,3,4,8,0,0,7,3,45
Dry,4,4,7,3,2,8,2,22
Dry,0,4,8,3,4,10,0,21
Dry,2,5,7,3,2,7,1,51
Dry,2,6,6,2,3,10,3,31
Dry,0,3,6,2,2,10,1,28
Dry,3,7,6,3,3,9,2,59
Dry,4,7,5,2,1,10,1,15
Dry,2,4,5,0,4,9,2,31
Dry,2,7,6,1,3,7,1,33
Dry,0,4,6,2,3,9,0,32
Dry,4,3,5,0,2,8,1,48
Dry,3,7,7,3,3,10,2,49
Dry,2,5,8,2,0,8,3,55
Dry,4,3,5,2,1,7,0,29
Dry,1,3,7,3,0,10,0,19
Dry,1,4,6,3,0,9,1,19
Dry,0,7,6,3,4,8,0,30
Dry,0,6,5,3,2,8,0,17
Dry,2,6,6,2,0,10,1,15
Dry,4,7,6,0,0,8,1,29
Dry,2,3,5,0,4,8,0,26
Dry,1,7,7,0,4,10,1,41
Dry,4,6,6,3,3,10,2,49
Dry,0,6,6,3,4,10,0,54
Dry,4,4,7,1,3,8,3,40
Dry,0,4,6,2,0,10,3,50
Dry,3,6,8,1,4,9,3,34
Dry,2,7,7,2,2,7,2,27
Dry,0,5,8,3,3,9,1,41
Dry,2,3,5,1,1,9,1,15
Dry,4,6,8,0,2,9,1,60
Dry,4,7,6,2,1,7,1,53
Dry,3,6,6,1,0,9,3,34
Dry,4,6,5,0,2,8,3,52
Dry,2,4,7,3,4,8,0,47
Dry,3,5,8,2,0,8,2,58
Dry,3,4,7,0,0,10,2,53
Dry,2,3,8,2,3,7,1,59
Dry,4,7,6,3,4,10,1,37
Dry,4,7,8,0,0,10,0,52
Dry,3,5,8,1,1,8,2,41
Dry,0,7,8,1,1,7,0,20
Dry,1,6,5,2,1,7,2,30
Dry,2,7,5,3,1,9,3,47
Dry,3,5,5,2,4,9,1,43
Dry,3,4,7,0,1,9,2,16
Dry,0,7,8,1,2,8,3,48
Dry,4,5,5,2,1,9,0,51
Dry,4,7,5,0,0,7,1,44
Dry,4,6,6,3,0,8,0,24
Dry,0,6,8,1,2,10,2,21
Dry,1,7,6,0,1,8,3,52
Dry,2,5,8,3,2,9,1,42
Dry,4,3,8,3,3,10,0,50
Dry,4,4,6,2,2,10,0,41
Dry,1,3,7,0,1,8,1,31
Dry,2,7,8,3,3,7,0,39
Dry,1,6,7,0,4,10,0,40
Dry,3,7,8,1,2,8,0,45
Dry,0,7,7,2,0,8,3,23
Dry,3,5,5,2,1,7,3,36
Combination,1,3,4,5,3,7,0,60
Combination,1,6,4,6,3,5,2,15
Combination,3,3,6,5,3,7,2,50
Combination,0,3,6,7,3,5,0,16
Combination,1,6,3,5,3,5,0,49
Combination,2,4,3,7,6,5,1,45
Combination,4,5,5,6,5,4,3,22
Combination,1,4,4,7,3,6,3,29
Combination,1,6,5,5,5,5,1,19
Combination,3,3,4,6,4,5,3,43
Combination,2,3,3,5,6,4,3,36
Combination,1,5,4,4,6,7,0,33
Combination,0,3,4,6,6,7,2,56
Combination,1,3,6,5,5,5,0,34
Combination,3,4,5,6,5,4,2,23
Combination,4,4,5,7,4,6,3,19
Combination,3,3,4,5,6,4,2,48
Combination,2,3,4,5,3,4,2,40
Combination,2,6,4,6,3,6,0,20
Combination,0,6,4,5,5,4,1,48
Combination,0,3,3,6,5,4,2,20
Combination,2,6,4,6,5,4,0,25
Combination,2,6,4,5,4,4,1,30
Combination,0,4,3,4,6,4,1,24
Combination,0,4,6,5,6,4,2,51
Combination,0,6,5,7,4,7,2,42
Combination,3,4,6,5,5,7,2,53
Combination,0,6,6,6,3,6,1,49
Combination,0,4,5,5,3,4,2,39
Combination,1,5,3,7,4,5,3,22
Combination,0,5,5,7,5,5,0,21
Combination,4,4,6,7,5,5,0,27
Combination,0,4,4,4,6,4,0,38
Combination,2,3,5,6,6,4,1,28
Combination,3,6,6,5,3,5,3,23
Combination,1,5,4,6,3,6,3,32
Combination,4,4,3,5,6,7,1,60
Combination,4,5,6,7,3,7,0,28
Combination,4,3,6,4,5,4,1,22
Combination,3,3,3,7,4,5,1,56
Combination,3,4,6,6,3,4,3,41
Combination,4,4,4,5,6,5,0,41
Combination,4,5,5,7,6,6,2,32
Combination,3,3,3,5,6,7,1,38
Combination,2,6,5,5,4,5,1,60
Combination,3,6,4,6,4,4,3,21
Combination,3,4,5,6,4,4,1,19
Combination,1,3,4,4,4,6,2,20
Combination,1,3,3,4,6,5,0,49
Combination,0,4,3,6,3,7,0,37
Combination,1,3,3,5,3,4,3,23
Combination,0,4,3,5,4,7,2,38
Combination,4,3,5,7,4,4,3,28
Combination,3,4,4,5,5,6,1,43
Combination,3,6,3,5,5,4,1,55
Combination,0,4,5,4,5,6,3,52
Combination,0,3,5,6,3,7,2,43
Combination,4,4,4,7,5,4,1,16
Combination,0,6,3,5,3,5,0,55
Combination,3,5,6,7,4,5,1,56
Combination,0,6,3,7,6,7,2,39
Combination,3,5,3,5,4,4,0,52
Combination,1,3,6,4,4,4,1,43
Combination,3,6,4,4,3,5,3,27
Combination,0,3,4,5,4,4,1,52
Combination,1,3,5,6,6,5,0,46
Combination,1,5,4,4,3,6,1,26
Combination,4,6,4,5,6,7,2,19
Combination,1,6,4,6,3,4,3,20
Combination,0,5,4,5,5,5,1,30
Combination,0,4,6,4,4,5,1,32
Combination,3,4,6,7,3,4,0,47
Combination,4,6,3,4,6,6,3,33
Combination,4,5,4,6,6,5,3,29
Combination,2,3,3,4,3,5,0,39
Combination,3,5,6,6,3,5,2,25
Combination,1,4,4,6,5,5,3,41
Combination,1,6,6,5,4,4,2,19
Combination,2,4,4,6,6,4,3,39
Combination,4,4,4,7,5,6,3,18
Combination,4,6,4,7,5,7,1,40
Combination,2,3,4,5,4,5,2,20
Combination,0,5,3,7,3,7,2,16
Combination,1,4,4,6,4,4,3,23
Combination,4,3,6,6,4,4,3,48
